"date","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3"
"2022-08-03T22:00:00.000Z",1,191.93,0,1.99,66.52,1.24,3.61,7.88,0.11
"2022-08-03T23:00:00.000Z",1,190.26,0,1.99,62.94,1.19,3.32,7.18,0.16
"2022-08-04T00:00:00.000Z",1,191.93,0,1.99,60.8,1.15,3.11,6.59,0.21
"2022-08-04T01:00:00.000Z",1,191.93,0,1.97,59.37,1.09,2.96,6.05,0.22
"2022-08-04T02:00:00.000Z",1,191.93,0,1.93,60.08,1.06,2.79,5.5,0.21
"2022-08-04T03:00:00.000Z",1,190.26,0,1.91,62.23,1.07,2.8,5.27,0.19
"2022-08-04T04:00:00.000Z",1,188.59,0,1.91,65.8,1.15,3.06,5.56,0.18
"2022-08-04T05:00:00.000Z",1,188.59,0.01,1.95,70.81,1.28,3.36,6.03,0.17
"2022-08-04T06:00:00.000Z",1,188.59,0.03,1.99,75.82,1.42,3.6,6.31,0.17
"2022-08-04T07:00:00.000Z",1,188.59,0.01,1.88,77.25,1.39,4.13,6.4,0.16
"2022-08-04T08:00:00.000Z",1,188.59,0.02,2.23,76.53,1.43,4.73,6.74,0.13
"2022-08-04T09:00:00.000Z",1,186.92,0.03,3.3,72.24,1.68,5.24,7.23,0.11
"2022-08-04T10:00:00.000Z",1,183.58,0.07,3.64,67.95,1.67,6.1,7.89,0.2
"2022-08-04T11:00:00.000Z",1,181.91,0.1,3.17,66.52,1.4,5.91,7.18,0.24
"2022-08-04T12:00:00.000Z",1,181.91,0.1,2.55,67.23,1.12,5.2,6.2,0.25
"2022-08-04T13:00:00.000Z",1,181.91,0.12,3.08,67.23,1.33,4.91,5.75,0.26
"2022-08-04T14:00:00.000Z",1,181.91,0.18,5.31,65.8,2,4.35,4.9,0.17
"2022-08-04T15:00:00.000Z",1,181.91,0.14,6.08,64.37,1.97,4.07,4.59,0.19
"2022-08-04T16:00:00.000Z",1,183.58,0.12,4.71,66.52,1.46,4.64,5.43,0.25
"2022-08-04T17:00:00.000Z",1,185.25,0.07,4.71,62.94,1.59,5.3,6.38,0.23
"2022-08-04T18:00:00.000Z",1,183.58,0.04,6.08,57.94,1.97,5.4,6.56,0.18
"2022-08-04T19:00:00.000Z",1,181.91,0.02,5.01,58.65,1.67,3.46,4.34,0.15
"2022-08-04T20:00:00.000Z",1,181.91,0,4.28,64.37,1.8,2.41,3.34,0.12
"2022-08-04T21:00:00.000Z",1,183.58,0,4.28,71.53,2.09,3.25,4.88,0.11
"2022-08-04T22:00:00.000Z",1,178.58,0,3.64,68.66,1.8,4.37,7.19,0.13
"2022-08-04T23:00:00.000Z",1,173.57,0,3.64,62.94,1.76,4.22,6.94,0.15
"2022-08-05T00:00:00.000Z",1,173.57,0,3.77,56.51,1.76,3.7,5.76,0.21
"2022-08-05T01:00:00.000Z",1,171.9,0,4.63,47.21,1.82,3.44,5.03,0.52
"2022-08-05T02:00:00.000Z",1,170.23,0,6.17,38.27,2.21,3.31,4.6,0.9
"2022-08-05T03:00:00.000Z",1,168.56,0,8.4,30.04,3.01,3.23,4.33,1.73
"2022-08-05T04:00:00.000Z",1,165.22,0.01,12.17,22.17,4.47,3.37,4.37,3.13
"2022-08-05T05:00:00.000Z",1,165.22,0.4,18.51,11.44,6.02,3.63,4.48,3.01
"2022-08-05T06:00:00.000Z",1,166.89,2.51,21.42,7.33,6.85,3.7,4.33,1.93
"2022-08-05T07:00:00.000Z",1,171.9,2.29,14.74,25.03,6.08,2.43,2.93,0.55
"2022-08-05T08:00:00.000Z",1,168.56,1.98,7.11,38.62,3.31,1.36,1.83,0.48
"2022-08-05T09:00:00.000Z",1,165.22,1.87,4.97,47.21,2.95,1.07,1.59,0.47
"2022-08-05T10:00:00.000Z",1,165.22,1.52,4.2,60.08,3.07,1.07,1.54,0.4
"2022-08-05T11:00:00.000Z",1,165.22,1.38,4.28,68.66,3.52,1.24,1.66,0.35
"2022-08-05T12:00:00.000Z",1,163.56,1.33,4.54,75.1,4.11,1.45,1.84,0.31
"2022-08-05T13:00:00.000Z",1,163.56,1.62,6,77.25,5.9,1.64,1.99,0.3
"2022-08-05T14:00:00.000Z",1,160.22,1.06,4.67,78.68,5.13,1.43,1.7,0.38
"2022-08-05T15:00:00.000Z",1,156.88,0.42,2.42,75.82,2.15,1.19,1.46,0.58
"2022-08-05T16:00:00.000Z",1,158.55,0.3,1.99,72.96,1.52,0.89,1.2,0.4
"2022-08-05T17:00:00.000Z",1,160.22,0.22,1.95,75.1,1.39,0.64,0.94,0.28
"2022-08-05T18:00:00.000Z",1,158.55,0.13,2.03,73.67,1.36,0.54,0.84,0.23
"2022-08-05T19:00:00.000Z",1,158.55,0.04,3.3,67.95,1.89,0.55,0.88,0.33
"2022-08-05T20:00:00.000Z",1,160.22,0,6.08,60.08,3.07,0.7,1.14,0.53
"2022-08-05T21:00:00.000Z",1,158.55,0,8.05,51.5,3.67,0.73,1.09,0.95
"2022-08-05T22:00:00.000Z",1,158.55,0,10.02,42.92,4.29,0.78,1.06,2.09
"2022-08-05T23:00:00.000Z",1,156.88,0,11.31,37.19,5.07,0.77,1.03,3.23
"2022-08-06T00:00:00.000Z",1,155.21,0,10.28,36.48,5.13,0.54,0.7,2.28
"2022-08-06T01:00:00.000Z",1,158.55,0,6.08,40.77,3.46,0.5,0.59,1
"2022-08-06T02:00:00.000Z",1,160.22,0,4.71,41.84,2.83,0.5,0.58,0.76
"2022-08-06T03:00:00.000Z",1,158.55,0,4.41,43.99,2.62,0.5,0.59,0.85
"2022-08-06T04:00:00.000Z",1,158.55,0,4.07,48.64,2.35,0.5,0.6,0.95
"2022-08-06T05:00:00.000Z",1,158.55,0.12,4.07,52.21,2.35,0.5,0.62,0.97
"2022-08-06T06:00:00.000Z",1,158.55,0.43,3.68,54.36,2.32,0.5,0.64,0.96
"2022-08-06T07:00:00.000Z",1,158.55,0.64,2.83,55.79,2,0.5,0.64,0.86
"2022-08-06T08:00:00.000Z",1,158.55,0.68,2.25,56.51,1.77,0.5,0.65,0.82
"2022-08-06T09:00:00.000Z",1,158.55,0.59,1.71,57.22,1.49,0.5,0.64,0.85
"2022-08-06T10:00:00.000Z",1,158.55,0.34,1.32,58.65,1.12,0.5,0.62,0.78
"2022-08-06T11:00:00.000Z",1,158.55,0.26,1.22,58.65,1.04,0.5,0.6,0.6
"2022-08-06T12:00:00.000Z",1,160.22,0.23,1.23,58.65,1.03,0.5,0.6,0.47
"2022-08-06T13:00:00.000Z",1,161.89,0.31,1.78,57.94,1.36,0.5,0.64,0.39
"2022-08-06T14:00:00.000Z",1,161.89,0.49,2.51,59.37,1.94,0.5,0.69,0.4
"2022-08-06T15:00:00.000Z",1,163.56,0.59,2.91,61.51,2.21,0.5,0.68,0.44
"2022-08-06T16:00:00.000Z",1,163.56,0.63,3.73,62.94,2.62,0.5,0.66,0.5
"2022-08-06T17:00:00.000Z",1,165.22,0.42,4.11,62.94,2.47,0.5,0.63,0.78
"2022-08-06T18:00:00.000Z",1,165.22,0.15,3.86,62.94,2.18,0.5,0.64,0.98
"2022-08-06T19:00:00.000Z",1,165.22,0.03,3.6,63.66,2.06,0.5,0.65,1.03
"2022-08-06T20:00:00.000Z",1,166.89,0,4.37,61.51,2.53,0.5,0.68,1.16
"2022-08-06T21:00:00.000Z",1,163.56,0,4.93,59.37,2.86,0.5,0.7,1.2
"2022-08-06T22:00:00.000Z",1,161.89,0,5.65,57.22,3.16,0.52,0.74,1.2
"2022-08-06T23:00:00.000Z",1,161.89,0,6.77,54.36,3.61,0.58,0.82,1.38
"2022-08-07T00:00:00.000Z",1,161.89,0,7.45,52.21,3.81,0.63,0.89,1.6
"2022-08-07T01:00:00.000Z",1,161.89,0,7.8,50.78,3.93,0.67,0.96,1.84
"2022-08-07T02:00:00.000Z",1,160.22,0,7.8,48.64,3.78,0.69,1.01,2.06
"2022-08-07T03:00:00.000Z",1,160.22,0,7.71,47.92,3.7,0.69,1.03,2.09
"2022-08-07T04:00:00.000Z",1,160.22,0,7.54,48.64,3.58,0.68,1.04,1.98
"2022-08-07T05:00:00.000Z",1,160.22,0.06,8.23,49.35,3.87,0.69,1.06,1.85
"2022-08-07T06:00:00.000Z",1,160.22,0.36,9,49.35,4.47,0.72,1.1,1.84
"2022-08-07T07:00:00.000Z",1,161.89,0.67,7.11,54.36,4.17,0.67,1.06,1.41
"2022-08-07T08:00:00.000Z",1,161.89,0.82,5.01,57.94,3.34,0.63,1.01,1.27
"2022-08-07T09:00:00.000Z",1,163.56,0.73,3.17,62.94,2.35,0.6,1,1.17
"2022-08-07T10:00:00.000Z",1,163.56,0.44,1.88,68.66,1.58,0.63,1.02,0.8
"2022-08-07T11:00:00.000Z",1,161.89,0.35,1.5,68.66,1.36,0.69,1.08,0.44
"2022-08-07T12:00:00.000Z",1,160.22,0.29,1.27,69.38,1.18,0.7,1.01,0.21
"2022-08-07T13:00:00.000Z",1,158.55,0.19,1.41,71.53,1.12,0.65,0.9,0.12
"2022-08-07T14:00:00.000Z",1,158.55,0.19,1.39,74.39,1.12,0.68,0.95,0.11
"2022-08-07T15:00:00.000Z",1,160.22,0.18,1.41,77.96,1.19,0.87,1.25,0.09
"2022-08-07T16:00:00.000Z",1,160.22,0.14,1.48,79.39,1.25,1.07,1.53,0.09
"2022-08-07T17:00:00.000Z",1,160.22,0.08,1.78,78.68,1.37,1.23,1.67,0.11
"2022-08-07T18:00:00.000Z",1,160.22,0.02,2.1,76.53,1.48,1.38,1.76,0.12
"2022-08-07T19:00:00.000Z",1,160.22,0.01,2.31,73.67,1.52,1.44,1.74,0.15
"2022-08-07T20:00:00.000Z",1,160.22,0,2.48,70.1,1.52,1.41,1.63,0.15
"2022-08-07T21:00:00.000Z",1,160.22,0,2.57,67.23,1.45,1.25,1.42,0.16
"2022-08-07T22:00:00.000Z",1,158.55,0,2.57,64.37,1.36,1.05,1.19,0.17
"2022-08-07T23:00:00.000Z",1,158.55,0,2.66,62.23,1.4,0.88,1.02,0.19
"2022-08-08T00:00:00.000Z",1,158.55,0,2.74,61.51,1.46,0.79,0.92,0.21
"2022-08-08T01:00:00.000Z",1,158.55,0,2.91,60.08,1.58,0.77,0.91,0.27
"2022-08-08T02:00:00.000Z",1,158.55,0,3.08,57.94,1.65,0.86,1.01,0.32
"2022-08-08T03:00:00.000Z",1,158.55,0,3.26,55.07,1.7,0.98,1.15,0.35
"2022-08-08T04:00:00.000Z",1,158.55,0,3.3,52.93,1.7,1.02,1.2,0.37
"2022-08-08T05:00:00.000Z",1,158.55,0.07,3.34,51.5,1.67,0.99,1.2,0.36
"2022-08-08T06:00:00.000Z",1,158.55,0.28,2.87,51.5,1.55,0.92,1.16,0.34
"2022-08-08T07:00:00.000Z",1,158.55,0.35,1.91,52.93,1.21,0.84,1.1,0.34
"2022-08-08T08:00:00.000Z",1,158.55,0.31,1.44,55.07,1.06,0.84,1.16,0.35
"2022-08-08T09:00:00.000Z",1,160.22,0.28,1.23,57.94,1.01,1.02,1.47,0.34
"2022-08-08T10:00:00.000Z",1,158.55,0.24,1.03,60.8,0.94,1.32,1.94,0.29
"2022-08-08T11:00:00.000Z",1,158.55,0.22,0.87,64.37,0.88,1.62,2.36,0.23
"2022-08-08T12:00:00.000Z",1,165.22,0.18,0.71,68.66,0.85,1.64,2.37,0.19
"2022-08-08T13:00:00.000Z",1,175.24,0.13,0.58,72.96,0.83,1.46,2.11,0.14
"2022-08-08T14:00:00.000Z",1,181.91,0.12,0.58,77.25,0.92,1.48,2.21,0.12
"2022-08-08T15:00:00.000Z",2,183.58,0.13,0.72,80.82,1.12,1.74,2.71,0.1
"2022-08-08T16:00:00.000Z",2,180.24,0.14,0.92,82.97,1.33,2.02,3.27,0.12
"2022-08-08T17:00:00.000Z",2,178.58,0.11,1.01,83.68,1.3,2.05,3.41,0.19
"2022-08-08T18:00:00.000Z",2,178.58,0.06,1.1,82.97,1.16,1.85,3.14,0.27
"2022-08-08T19:00:00.000Z",2,176.91,0.01,1.23,80.11,1.04,1.66,2.85,0.35
"2022-08-08T20:00:00.000Z",1,176.91,0,1.26,77.25,1,1.63,2.86,0.36
"2022-08-08T21:00:00.000Z",1,175.24,0,1.33,74.39,1.03,1.81,3.22,0.35
"2022-08-08T22:00:00.000Z",1,175.24,0,1.44,71.53,1.07,2.05,3.68,0.33
"2022-08-08T23:00:00.000Z",1,175.24,0,1.65,67.95,1.18,2.29,4.16,0.32
"2022-08-09T00:00:00.000Z",1,173.57,0,2.03,64.37,1.37,2.5,4.68,0.31
"2022-08-09T01:00:00.000Z",1,175.24,0,2.48,60.8,1.65,2.68,5.27,0.3
"2022-08-09T02:00:00.000Z",1,175.24,0,2.87,59.37,1.88,2.75,5.64,0.3
"2022-08-09T03:00:00.000Z",1,176.91,0,3.17,57.22,2.03,2.63,5.55,0.34
"2022-08-09T04:00:00.000Z",1,176.91,0,3.21,55.79,2,2.46,5.2,0.43
"2022-08-09T05:00:00.000Z",1,175.24,0.01,3.13,54.36,1.74,2.31,4.86,0.47
"2022-08-09T06:00:00.000Z",1,175.24,0.06,3,53.64,1.48,2.27,4.69,0.45
"2022-08-09T07:00:00.000Z",1,176.91,0.17,2.74,52.93,1.34,2.41,4.58,0.39
"2022-08-09T08:00:00.000Z",1,178.58,0.29,2.38,54.36,1.28,2.65,4.67,0.33
"2022-08-09T09:00:00.000Z",1,180.24,0.33,1.97,57.94,1.24,2.89,4.85,0.3
"2022-08-09T10:00:00.000Z",1,180.24,0.29,1.56,62.23,1.18,3.1,5.04,0.3
"2022-08-09T11:00:00.000Z",1,178.58,0.21,1.29,66.52,1.09,3.19,5.15,0.35
"2022-08-09T12:00:00.000Z",1,176.91,0.15,1.14,70.1,1.04,3.11,5.2,0.38
"2022-08-09T13:00:00.000Z",1,175.24,0.13,1.17,72.96,1.18,3.17,5.77,0.3
"2022-08-09T14:00:00.000Z",1,175.24,0.12,1.3,75.82,1.39,3.43,6.6,0.2
"2022-08-09T15:00:00.000Z",1,173.57,0.12,1.52,78.68,1.61,3.73,7.57,0.13
"2022-08-09T16:00:00.000Z",2,175.24,0.1,1.93,80.82,1.85,4.19,8.6,0.11
"2022-08-09T17:00:00.000Z",2,176.91,0.07,2.55,83.68,2.18,4.75,8.72,0.06
"2022-08-09T18:00:00.000Z",2,176.91,0.02,2.96,86.55,2.29,4.76,7.86,0
"2022-08-09T19:00:00.000Z",2,176.91,0.01,2.72,87.98,2.03,4.12,7.09,0
"2022-08-09T20:00:00.000Z",2,175.24,0,2.74,87.98,2,4.24,7.21,0.03
"2022-08-09T21:00:00.000Z",2,171.9,0,3.13,84.4,2.12,4.81,8.68,0.14
"2022-08-09T22:00:00.000Z",1,170.23,0,3.47,79.39,2.12,5.74,11.25,0.18
"2022-08-09T23:00:00.000Z",1,173.57,0,3.9,73.67,2.24,6.39,12.51,0.18
"2022-08-10T00:00:00.000Z",1,176.91,0,4.24,68.66,2.26,6.14,11.79,0.15
"2022-08-10T01:00:00.000Z",1,175.24,0,4.8,62.94,2.32,5.89,11.04,0.16
"2022-08-10T02:00:00.000Z",1,170.23,0,5.23,57.94,2.32,5.7,10.11,0.18
"2022-08-10T03:00:00.000Z",1,168.56,0,5.4,55.07,2.35,5.44,9.16,0.2
"2022-08-10T04:00:00.000Z",1,168.56,0,5.36,56.51,2.44,5.6,9.12,0.24
"2022-08-10T05:00:00.000Z",1,168.56,0.04,5.83,58.65,2.89,6.55,9.97,0.46
"2022-08-10T06:00:00.000Z",1,168.56,0.28,6.08,59.37,3.34,7.62,10.97,0.75
"2022-08-10T07:00:00.000Z",1,165.22,0.64,5.01,55.79,2.83,6.83,9.62,0.61
"2022-08-10T08:00:00.000Z",1,158.55,0.78,3.13,50.78,2.03,3.93,5.51,0.34
"2022-08-10T09:00:00.000Z",1,155.21,0.59,1.84,50.07,1.52,1.64,2.33,0.24
"2022-08-10T10:00:00.000Z",1,158.55,0.4,1.23,54.36,1.27,1.1,1.64,0.2
"2022-08-10T11:00:00.000Z",1,158.55,0.32,1.06,58.65,1.21,1.47,2.19,0.17
"2022-08-10T12:00:00.000Z",1,156.88,0.3,1.14,68.66,1.33,2.47,3.65,0.15
"2022-08-10T13:00:00.000Z",2,158.55,0.28,1.34,88.69,1.67,4.13,6.54,0.12
"2022-08-10T14:00:00.000Z",2,161.89,0.23,1.24,95.84,1.68,5.43,9.66,0.09
"2022-08-10T15:00:00.000Z",2,161.89,0.2,1.18,92.98,1.53,5.7,10.67,0.08
"2022-08-10T16:00:00.000Z",2,160.22,0.19,1.34,98.71,1.49,6.84,12.61,0.12
"2022-08-10T17:00:00.000Z",2,158.55,0.16,1.71,103,1.55,8.09,14.56,0.17
"2022-08-10T18:00:00.000Z",2,156.88,0.1,2.18,98.71,1.58,7.07,13.01,0.19
"2022-08-10T19:00:00.000Z",2,153.54,0.02,2.83,92.98,1.61,5.88,11.15,0.24
"2022-08-10T20:00:00.000Z",2,151.87,0,3.73,81.54,1.85,4.12,7.69,0.32
"2022-08-10T21:00:00.000Z",1,150.2,0,4.2,67.95,2.03,2.16,3.75,0.54
"2022-08-10T22:00:00.000Z",1,151.87,0,4.37,60.08,2.24,1.35,2.16,1.22
"2022-08-10T23:00:00.000Z",1,153.54,0,4.5,59.37,2.29,1.37,2.17,1.65
"2022-08-11T00:00:00.000Z",1,151.87,0,4.24,60.8,2.21,1.49,2.43,1.63
"2022-08-11T01:00:00.000Z",1,151.87,0,3.98,61.51,2.12,1.55,2.58,1.52
"2022-08-11T02:00:00.000Z",1,153.54,0,4.03,58.65,2.12,1.73,2.79,1.36
"2022-08-11T03:00:00.000Z",1,153.54,0,4.24,55.79,2.18,2,3.1,1.2
"2022-08-11T04:00:00.000Z",1,155.21,0,4.58,52.93,2.32,2.27,3.39,1.09
"2022-08-11T05:00:00.000Z",1,155.21,0.11,4.8,51.5,2.44,2.57,3.72,1.08
"2022-08-11T06:00:00.000Z",1,153.54,0.5,4.63,51.5,2.56,2.94,4.13,1.17
"2022-08-11T07:00:00.000Z",1,153.54,0.89,4.24,54.36,2.65,3.49,4.79,1.22
"2022-08-11T08:00:00.000Z",1,153.54,0.98,3.77,62.94,2.65,4.49,6.02,1.04
"2022-08-11T09:00:00.000Z",1,153.54,0.77,3,72.96,2.44,6.07,7.98,0.86
"2022-08-11T10:00:00.000Z",2,153.54,0.56,2.38,82.97,2.32,8.78,11.45,0.55
"2022-08-11T11:00:00.000Z",2,156.88,0.42,2.06,95.84,2.24,11.43,15.2,0.32
"2022-08-11T12:00:00.000Z",2,161.89,0.36,1.99,107.29,2.29,12.75,18.03,0.22
"2022-08-11T13:00:00.000Z",2,163.56,0.33,1.99,114.44,2.41,12.49,19.64,0.18
"2022-08-11T14:00:00.000Z",2,161.89,0.3,1.91,117.3,2.38,11.66,20.61,0.17
"2022-08-11T15:00:00.000Z",2,158.55,0.27,1.88,115.87,2.24,11.14,21.18,0.16
"2022-08-11T16:00:00.000Z",2,156.88,0.23,1.93,113.01,2.03,10.42,19.98,0.19
"2022-08-11T17:00:00.000Z",2,156.88,0.18,2.12,113.01,1.89,10.08,18.85,0.23
"2022-08-11T18:00:00.000Z",2,156.88,0.09,2.42,113.01,1.82,9.88,17.84,0.27
"2022-08-11T19:00:00.000Z",2,155.21,0.02,2.91,111.58,1.83,9.83,17.35,0.33
"2022-08-11T20:00:00.000Z",2,153.54,0,3.9,104.43,2.15,9.47,16.14,0.38
"2022-08-11T21:00:00.000Z",2,148.53,0,4.93,94.41,2.35,8.04,12.76,0.48
"2022-08-11T22:00:00.000Z",1,146.87,0,5.18,78.68,2.12,6.34,9.29,0.87
"2022-08-11T23:00:00.000Z",1,145.2,0,5.65,68.66,2.15,5.25,7.26,1.38
"2022-08-12T00:00:00.000Z",1,143.53,0,6.77,61.51,2.56,4.51,5.97,2.06
"2022-08-12T01:00:00.000Z",1,143.53,0,8.48,53.64,3.07,4.06,5.24,2.66
"2022-08-12T02:00:00.000Z",1,143.53,0,9.68,46.49,3.1,4.04,5.15,2.66
"2022-08-12T03:00:00.000Z",1,143.53,0,10.97,41.84,3.49,4.26,5.41,2.69
"2022-08-12T04:00:00.000Z",1,143.53,0,13.19,40.41,5.01,4.61,5.81,2.94
"2022-08-12T05:00:00.000Z",1,143.53,0.45,15.42,35.76,6.08,5.03,6.3,3.07
"2022-08-12T06:00:00.000Z",1,141.86,2.26,14.05,33.97,6.97,5.46,6.81,3.2
"2022-08-12T07:00:00.000Z",1,141.86,2.99,10.71,40.77,6.62,5.94,7.46,2.79
"2022-08-12T08:00:00.000Z",1,143.53,2.65,8.05,49.35,5.42,6.68,8.42,2.25
"2022-08-12T09:00:00.000Z",1,145.2,1.93,5.91,60.08,4.29,7.78,9.68,1.74
"2022-08-12T10:00:00.000Z",1,148.53,0.87,3.3,77.96,3.04,9.17,11.14,1.31
"2022-08-12T11:00:00.000Z",2,150.2,0.35,1.65,90.84,2.26,10.22,12.21,0.89
"2022-08-12T12:00:00.000Z",2,150.2,0.22,1.15,94.41,1.8,10.14,12.25,0.58
"2022-08-12T13:00:00.000Z",2,150.2,0.2,1.06,97.27,1.65,9.22,11.47,0.39
"2022-08-12T14:00:00.000Z",2,151.87,0.21,1.21,105.86,1.79,8.22,10.77,0.31
"2022-08-12T15:00:00.000Z",2,153.54,0.22,1.54,115.87,2.06,8.19,11.62,0.2
"2022-08-12T16:00:00.000Z",3,155.21,0.22,1.91,121.59,2.24,8.66,13.43,0.13
"2022-08-12T17:00:00.000Z",3,155.21,0.19,2.42,121.59,2.29,9.16,15.43,0.12
"2022-08-12T18:00:00.000Z",2,155.21,0.12,3.26,118.73,2.41,9.67,16.77,0.13
