"date","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3"
"2020-12-24T19:00:00.000Z",1,216.96,0,6.77,62.94,2.95,0.5,1.22,0.64
"2020-12-24T20:00:00.000Z",1,216.96,0,6.6,64.37,2.98,0.5,1.22,0.61
"2020-12-24T21:00:00.000Z",1,216.96,0,6.26,65.8,2.98,0.5,1.17,0.58
"2020-12-24T22:00:00.000Z",1,216.96,0,5.83,67.95,2.89,0.5,1.08,0.54
"2020-12-24T23:00:00.000Z",1,216.96,0,5.31,70.1,2.59,0.5,1.01,0.52
"2020-12-25T00:00:00.000Z",1,216.96,0,4.88,71.53,2.35,0.5,0.95,0.52
"2020-12-25T01:00:00.000Z",1,216.96,0,4.88,71.53,2.33,0.5,0.91,0.52
"2020-12-25T02:00:00.000Z",1,216.96,0,5.06,71.53,2.41,0.5,0.87,0.52
"2020-12-25T03:00:00.000Z",1,216.96,0,5.23,71.53,2.53,0.5,0.84,0.51
"2020-12-25T04:00:00.000Z",1,216.96,0,5.4,71.53,2.62,0.5,0.83,0.48
"2020-12-25T05:00:00.000Z",1,216.96,0,5.66,71.53,2.68,0.5,0.84,0.48
"2020-12-25T06:00:00.000Z",1,216.96,0,6.08,71.53,2.86,0.5,0.88,0.49
"2020-12-25T07:00:00.000Z",1,216.96,0,6.34,70.81,2.86,0.5,0.96,0.55
"2020-12-25T08:00:00.000Z",1,220.3,0,7.03,69.38,3.07,0.5,1.1,0.61
"2020-12-25T09:00:00.000Z",1,220.3,0,7.71,67.95,3.34,0.5,1.25,0.68
"2020-12-25T10:00:00.000Z",1,223.64,0.09,8.57,67.23,3.61,0.52,1.37,0.74
"2020-12-25T11:00:00.000Z",1,223.64,0.29,9.17,67.23,3.67,0.54,1.46,0.79
"2020-12-25T12:00:00.000Z",1,223.64,0.36,9,67.23,3.52,0.54,1.53,0.86
"2020-12-25T13:00:00.000Z",1,223.64,0.3,10.11,66.52,3.93,0.58,1.63,0.89
"2020-12-25T14:00:00.000Z",1,226.97,0.09,11.48,63.66,4.29,0.66,1.75,0.99
"2020-12-25T15:00:00.000Z",1,230.31,0,12,61.51,4.59,0.73,1.87,1.25
"2020-12-25T16:00:00.000Z",1,233.65,0,12.51,58.65,4.53,0.88,2.13,1.6
"2020-12-25T17:00:00.000Z",1,236.99,0,14.05,54.36,4.77,1.14,2.55,1.98
"2020-12-25T18:00:00.000Z",1,240.33,0,15.94,51.5,5.54,1.47,2.99,2.28
"2020-12-25T19:00:00.000Z",1,250.34,0,16.45,47.92,5.96,1.98,3.71,2.98
"2020-12-25T20:00:00.000Z",1,260.35,0,15.77,43.63,6.02,2.83,4.99,4.31
"2020-12-25T21:00:00.000Z",1,280.38,0,16.45,39.34,7.03,4.32,7.06,5.89
"2020-12-25T22:00:00.000Z",1,297.07,0,19.02,35.76,9.18,6.61,9.73,7.6
"2020-12-25T23:00:00.000Z",1,303.75,0,20.56,33.62,10.25,8.57,11.49,8.49
"2020-12-26T00:00:00.000Z",1,290.39,0,18.17,37.91,9.3,8.7,11.07,7.6
"2020-12-26T01:00:00.000Z",1,260.35,0,12.17,50.07,6.74,6.61,8.13,4.31
"2020-12-26T02:00:00.000Z",1,240.33,0,7.45,60.8,4.11,4.41,5.36,1.63
"2020-12-26T03:00:00.000Z",1,230.31,0,5.66,67.23,3.52,3.35,4.02,0.65
"2020-12-26T04:00:00.000Z",1,226.97,0,4.76,74.39,3.93,2.93,3.46,0.2
"2020-12-26T05:00:00.000Z",1,220.3,0,3.98,77.96,3.31,1.65,2.04,0.14
"2020-12-26T06:00:00.000Z",2,216.96,0,3.38,80.82,2.77,0.56,0.86,0.13
"2020-12-26T07:00:00.000Z",2,213.62,0,3.26,81.54,2.65,0.5,0.73,0.1
"2020-12-26T08:00:00.000Z",2,211.95,0,2.83,82.25,2.09,0.5,0.66,0.07
"2020-12-26T09:00:00.000Z",2,205.28,0,2.19,83.69,1.42,0.5,0.63,0.05
"2020-12-26T10:00:00.000Z",2,203.61,0,2.42,83.69,1.45,0.5,0.66,0.04
"2020-12-26T11:00:00.000Z",2,203.61,0,2.96,82.25,1.76,0.5,0.74,0.04
"2020-12-26T12:00:00.000Z",1,205.28,0,2.7,77.25,1.42,0.56,0.89,0.07
"2020-12-26T13:00:00.000Z",1,205.28,0,2.79,75.1,1.28,0.8,1.24,0.1
"2020-12-26T14:00:00.000Z",1,208.62,0,2.87,73.67,1.24,0.99,1.52,0.11
"2020-12-26T15:00:00.000Z",1,210.29,0,2.96,71.53,1.19,0.95,1.42,0.1
"2020-12-26T16:00:00.000Z",1,210.29,0,3.04,69.38,1.1,0.95,1.32,0.09
"2020-12-26T17:00:00.000Z",1,210.29,0,3.38,67.23,1.13,0.97,1.31,0.07
"2020-12-26T18:00:00.000Z",1,208.62,0,3.64,62.94,1.22,1,1.35,0.05
"2020-12-26T19:00:00.000Z",1,206.95,0,3.47,60.8,1.19,1.12,1.45,0.04
"2020-12-26T20:00:00.000Z",1,205.28,0,3.17,60.8,1.12,1.23,1.54,0.03
"2020-12-26T21:00:00.000Z",1,206.95,0,3.43,58.65,1.19,1.54,1.89,0.04
"2020-12-26T22:00:00.000Z",1,208.62,0,3.47,57.22,1.24,1.52,1.87,0.04
"2020-12-26T23:00:00.000Z",1,206.95,0,3.17,57.94,1.19,1.18,1.5,0.05
"2020-12-27T00:00:00.000Z",1,205.28,0,2.7,59.37,0.95,1.01,1.32,0.05
"2020-12-27T01:00:00.000Z",1,205.28,0,2.27,62.94,0.71,0.92,1.23,0.05
"2020-12-27T02:00:00.000Z",1,208.62,0,2.4,63.66,0.69,0.98,1.29,0.06
"2020-12-27T03:00:00.000Z",1,216.96,0,4.07,57.22,0.97,1.28,1.62,0.16
"2020-12-27T04:00:00.000Z",1,220.3,0,4.97,53.64,1.15,2.55,2.87,0.19
"2020-12-27T05:00:00.000Z",1,220.3,0,4.8,52.93,1.21,2.28,2.61,0.19
"2020-12-27T06:00:00.000Z",1,220.3,0,4.28,52.93,1.09,1.33,1.69,0.21
"2020-12-27T07:00:00.000Z",1,230.31,0,4.03,53.64,0.95,0.98,1.36,0.19
"2020-12-27T08:00:00.000Z",1,226.97,0,3.43,57.22,0.86,0.93,1.31,0.15
"2020-12-27T09:00:00.000Z",1,216.96,0,2.79,62.23,0.86,0.71,1.1,0.08
"2020-12-27T10:00:00.000Z",1,213.62,0,2.72,65.09,1,0.57,0.9,0.05
"2020-12-27T11:00:00.000Z",1,208.62,0,2.7,70.1,1.12,0.5,0.75,0.04
"2020-12-27T12:00:00.000Z",1,205.28,0,2.7,72.96,1.06,0.5,0.68,0.04
"2020-12-27T13:00:00.000Z",1,205.28,0,2.87,70.81,0.93,0.5,0.64,0.05
"2020-12-27T14:00:00.000Z",1,205.28,0,2.91,72.96,0.83,0.5,0.62,0.05
"2020-12-27T15:00:00.000Z",1,208.62,0,2.91,75.82,0.76,0.5,0.61,0.06
"2020-12-27T16:00:00.000Z",1,213.62,0,3.13,75.82,0.78,0.5,0.59,0.08
"2020-12-27T17:00:00.000Z",1,216.96,0,3.51,73.67,0.91,0.5,0.57,0.12
"2020-12-27T18:00:00.000Z",1,223.64,0,3.6,73.67,1.01,0.5,0.56,0.17
"2020-12-27T19:00:00.000Z",1,223.64,0,3.3,75.1,0.95,0.5,0.56,0.18
"2020-12-27T20:00:00.000Z",1,220.3,0,2.96,75.1,0.86,0.5,0.56,0.16
"2020-12-27T21:00:00.000Z",1,220.3,0,2.66,75.82,0.78,0.5,0.56,0.15
"2020-12-27T22:00:00.000Z",1,216.96,0,2.51,77.25,0.72,0.5,0.56,0.17
"2020-12-27T23:00:00.000Z",1,216.96,0,2.51,76.53,0.73,0.5,0.54,0.18
"2020-12-28T00:00:00.000Z",1,220.3,0,2.51,75.1,0.8,0.5,0.54,0.18
"2020-12-28T01:00:00.000Z",1,216.96,0,2.23,74.39,0.81,0.5,0.54,0.17
"2020-12-28T02:00:00.000Z",1,213.62,0,1.95,74.39,0.86,0.5,0.54,0.17
"2020-12-28T03:00:00.000Z",1,213.62,0,1.8,72.96,1,0.5,0.55,0.19
"2020-12-28T04:00:00.000Z",1,216.96,0,1.69,70.1,1.04,0.5,0.55,0.2
"2020-12-28T05:00:00.000Z",1,223.64,0,1.67,67.95,1.01,0.5,0.56,0.21
"2020-12-28T06:00:00.000Z",1,226.97,0,1.71,65.8,1.03,0.5,0.57,0.23
"2020-12-28T07:00:00.000Z",1,226.97,0,1.93,64.37,1.09,0.83,0.92,0.25
"2020-12-28T08:00:00.000Z",1,226.97,0,2.1,61.51,1.18,1.12,1.23,0.27
"2020-12-28T09:00:00.000Z",1,230.31,0,2.12,57.94,1.25,1.16,1.28,0.28
"2020-12-28T10:00:00.000Z",1,233.65,0,2.23,53.64,1.3,1.19,1.32,0.29
"2020-12-28T11:00:00.000Z",1,240.33,0.01,2.51,49.35,1.39,1.4,1.54,0.32
"2020-12-28T12:00:00.000Z",1,250.34,0.01,3.04,44.7,1.54,2.04,2.19,0.36
"2020-12-28T13:00:00.000Z",1,257.02,0.01,3.68,41.84,1.62,3.29,3.49,0.38
"2020-12-28T14:00:00.000Z",1,257.02,0,3.94,41.13,1.61,4.13,4.37,0.37
"2020-12-28T15:00:00.000Z",1,257.02,0,3.94,41.13,1.61,4.01,4.25,0.36
"2020-12-28T16:00:00.000Z",1,250.34,0,3.98,40.77,1.62,3.07,3.24,0.36
"2020-12-28T17:00:00.000Z",1,247,0,3.9,40.05,1.54,1.91,2.04,0.36
"2020-12-28T18:00:00.000Z",1,247,0,3.68,39.34,1.46,1.28,1.41,0.39
"2020-12-28T19:00:00.000Z",1,247,0,3.51,38.62,1.52,1.02,1.15,0.4
"2020-12-28T20:00:00.000Z",1,247,0,3.38,38.98,1.55,0.93,1.06,0.39
"2020-12-28T21:00:00.000Z",1,247,0,3.21,38.98,1.54,0.91,1.04,0.38
"2020-12-28T22:00:00.000Z",1,247,0,2.96,38.62,1.43,0.93,1.07,0.4
"2020-12-28T23:00:00.000Z",1,243.66,0,2.72,37.55,1.3,0.93,1.06,0.44
"2020-12-29T00:00:00.000Z",1,243.66,0,2.64,35.76,1.19,0.91,1.04,0.47
"2020-12-29T01:00:00.000Z",1,243.66,0,3,32.9,1.12,1.06,1.22,0.48
"2020-12-29T02:00:00.000Z",1,243.66,0,3.64,30.4,1.07,1.33,1.5,0.48
"2020-12-29T03:00:00.000Z",1,243.66,0,4.03,29.68,1.07,1.33,1.5,0.49
"2020-12-29T04:00:00.000Z",1,243.66,0,3.73,30.4,1.09,1.03,1.19,0.49
"2020-12-29T05:00:00.000Z",1,240.33,0,3.17,31.83,1.13,0.74,0.9,0.48
"2020-12-29T06:00:00.000Z",1,240.33,0,3.04,32.9,1.22,0.65,0.81,0.45
"2020-12-29T07:00:00.000Z",1,240.33,0,3.3,32.9,1.3,0.57,0.75,0.43
"2020-12-29T08:00:00.000Z",1,240.33,0,3.6,32.54,1.3,0.5,0.68,0.42
"2020-12-29T09:00:00.000Z",1,243.66,0,3.64,32.19,1.27,0.5,0.68,0.4
"2020-12-29T10:00:00.000Z",1,240.33,0.01,3.56,32.19,1.24,0.5,0.69,0.41
"2020-12-29T11:00:00.000Z",1,240.33,0.02,3.47,32.54,1.22,0.5,0.71,0.42
"2020-12-29T12:00:00.000Z",1,240.33,0.02,3.47,32.9,1.18,0.5,0.71,0.4
"2020-12-29T13:00:00.000Z",1,240.33,0.01,3.47,33.26,1.06,0.5,0.71,0.39
"2020-12-29T14:00:00.000Z",1,243.66,0,3.34,33.98,0.95,0.5,0.71,0.38
"2020-12-29T15:00:00.000Z",1,243.66,0,3.17,33.98,0.81,0.5,0.69,0.36
"2020-12-29T16:00:00.000Z",1,243.66,0,3.38,33.62,0.75,0.5,0.63,0.32
"2020-12-29T17:00:00.000Z",1,243.66,0,3.81,32.19,0.77,0.5,0.61,0.3
"2020-12-29T18:00:00.000Z",1,243.66,0,4.03,31.11,0.74,0.5,0.6,0.3
"2020-12-29T19:00:00.000Z",1,243.66,0,3.98,30.4,0.67,0.5,0.61,0.31
"2020-12-29T20:00:00.000Z",1,240.33,0,3.9,30.4,0.66,0.5,0.61,0.33
"2020-12-29T21:00:00.000Z",1,240.33,0,3.73,30.4,0.63,0.5,0.61,0.34
"2020-12-29T22:00:00.000Z",1,236.99,0,3.51,30.76,0.6,0.5,0.6,0.34
"2020-12-29T23:00:00.000Z",1,233.65,0,3.21,31.11,0.53,0.5,0.58,0.34
"2020-12-30T00:00:00.000Z",1,233.65,0,3.04,31.47,0.51,0.5,0.57,0.35
"2020-12-30T01:00:00.000Z",1,236.99,0,3.13,31.83,0.53,0.5,0.57,0.35
"2020-12-30T02:00:00.000Z",1,240.33,0,3.64,31.83,0.62,0.5,0.57,0.33
"2020-12-30T03:00:00.000Z",1,247,0,4.37,30.76,0.76,0.5,0.57,0.31
"2020-12-30T04:00:00.000Z",1,250.34,0,4.54,30.4,0.85,0.5,0.57,0.31
"2020-12-30T05:00:00.000Z",1,250.34,0,4.03,30.04,0.9,0.5,0.58,0.33
"2020-12-30T06:00:00.000Z",1,247,0,3.38,30.76,0.98,0.5,0.61,0.36
"2020-12-30T07:00:00.000Z",1,247,0,3.13,31.11,1.09,0.51,0.65,0.38
"2020-12-30T08:00:00.000Z",1,247,0.01,3.04,31.11,1.13,0.6,0.76,0.43
"2020-12-30T09:00:00.000Z",1,247,0.01,2.96,30.76,1.16,0.62,0.8,0.46
"2020-12-30T10:00:00.000Z",1,247,0.01,2.91,30.4,1.18,0.62,0.81,0.49
"2020-12-30T11:00:00.000Z",1,247,0.02,3,30.04,1.24,0.63,0.82,0.52
"2020-12-30T12:00:00.000Z",1,247,0.02,3.13,30.4,1.22,0.65,0.84,0.53
"2020-12-30T13:00:00.000Z",1,247,0.02,3.17,31.11,1.16,0.66,0.85,0.55
"2020-12-30T14:00:00.000Z",1,247,0.01,3.26,31.47,1.15,0.66,0.86,0.58
"2020-12-30T15:00:00.000Z",1,247,0.01,3.43,31.11,1.16,0.65,0.85,0.6
"2020-12-30T16:00:00.000Z",1,250.34,0.01,3.6,30.4,1.09,0.62,0.82,0.63
"2020-12-30T17:00:00.000Z",1,250.34,0.01,3.81,29.68,1.04,0.62,0.8,0.64
"2020-12-30T18:00:00.000Z",1,253.68,0.01,3.86,28.97,1.06,0.65,0.84,0.67
"2020-12-30T19:00:00.000Z",1,257.02,0.01,3.64,28.61,1.06,0.67,0.87,0.7
"2020-12-30T20:00:00.000Z",1,257.02,0.01,3.26,28.25,0.98,0.62,0.84,0.67
"2020-12-30T21:00:00.000Z",1,253.68,0.01,2.87,28.25,0.89,0.55,0.75,0.62
"2020-12-30T22:00:00.000Z",1,253.68,0,2.57,28.25,0.8,0.5,0.68,0.59
"2020-12-30T23:00:00.000Z",1,250.34,0,2.29,28.25,0.66,0.5,0.66,0.59
"2020-12-31T00:00:00.000Z",1,250.34,0,2.04,27.9,0.56,0.5,0.64,0.59
"2020-12-31T01:00:00.000Z",1,250.34,0,1.84,26.82,0.51,0.5,0.63,0.58
"2020-12-31T02:00:00.000Z",1,250.34,0,1.78,26.11,0.48,0.5,0.63,0.54
"2020-12-31T03:00:00.000Z",1,253.68,0,1.84,25.03,0.51,0.5,0.63,0.5
"2020-12-31T04:00:00.000Z",1,253.68,0,1.97,24.32,0.57,0.5,0.64,0.52
"2020-12-31T05:00:00.000Z",1,257.02,0,2.19,23.25,0.66,0.5,0.67,0.57
"2020-12-31T06:00:00.000Z",1,260.35,0.01,2.59,22.17,0.77,0.5,0.72,0.57
"2020-12-31T07:00:00.000Z",1,263.69,0.02,3.17,20.92,0.89,0.5,0.79,0.58
"2020-12-31T08:00:00.000Z",1,263.69,0.02,3.6,20.03,0.95,0.5,0.85,0.57
"2020-12-31T09:00:00.000Z",1,267.03,0.02,3.77,19.31,0.97,0.5,0.92,0.57
"2020-12-31T10:00:00.000Z",1,267.03,0.03,3.86,18.95,0.98,0.55,1.03,0.59
"2020-12-31T11:00:00.000Z",1,267.03,0.04,3.98,18.6,1,0.59,1.09,0.6
"2020-12-31T12:00:00.000Z",1,267.03,0.05,4.11,18.24,1,0.62,1.13,0.61
"2020-12-31T13:00:00.000Z",1,267.03,0.04,4.41,17.7,1.12,0.58,1.07,0.58
"2020-12-31T14:00:00.000Z",1,267.03,0.03,4.97,17.17,1.42,0.55,1.04,0.58
"2020-12-31T15:00:00.000Z",1,270.37,0.02,5.74,16.45,1.89,0.6,1.16,0.61
"2020-12-31T16:00:00.000Z",1,273.71,0.03,6.94,15.38,2.44,0.7,1.3,0.63
"2020-12-31T17:00:00.000Z",1,277.04,0.03,7.54,14.84,2.65,0.74,1.31,0.65
"2020-12-31T18:00:00.000Z",1,277.04,0.03,7.37,14.84,2.47,0.72,1.23,0.64
"2020-12-31T19:00:00.000Z",1,277.04,0.02,6.6,15.38,2.09,0.69,1.14,0.66
"2020-12-31T20:00:00.000Z",1,277.04,0.02,5.91,15.91,1.74,0.64,1.04,0.68
"2020-12-31T21:00:00.000Z",1,277.04,0.02,5.48,16.09,1.59,0.62,1.02,0.71
"2020-12-31T22:00:00.000Z",1,277.04,0.02,5.27,15.91,1.46,0.62,1,0.73
"2020-12-31T23:00:00.000Z",1,277.04,0.01,5.06,15.74,1.31,0.59,0.94,0.75
"2021-01-01T00:00:00.000Z",1,277.04,0.01,4.8,15.2,1.22,0.55,0.88,0.78
"2021-01-01T01:00:00.000Z",1,277.04,0.01,4.71,14.66,1.21,0.56,0.92,0.89
"2021-01-01T02:00:00.000Z",1,273.71,0.01,4.71,13.95,1.19,0.59,1.02,1.03
"2021-01-01T03:00:00.000Z",1,273.71,0.01,4.67,13.05,1.1,0.61,1.12,1.16
"2021-01-01T04:00:00.000Z",1,277.04,0.02,4.93,12.16,1.06,0.81,1.31,1.19
"2021-01-01T05:00:00.000Z",1,283.72,0.03,6,11.09,1.15,1.36,1.8,1.19
"2021-01-01T06:00:00.000Z",1,297.07,0.07,8.31,9.48,1.49,2.24,2.7,1.22
"2021-01-01T07:00:00.000Z",1,310.42,0.12,11.65,8.58,1.94,3.16,3.61,1.12
"2021-01-01T08:00:00.000Z",1,303.75,0.1,13.37,10.1,2.18,3.53,3.95,0.91
"2021-01-01T09:00:00.000Z",1,297.07,0.05,13.88,12.52,2.15,3.51,3.87,0.73
"2021-01-01T10:00:00.000Z",1,297.07,0.06,14.22,13.77,1.85,3.76,4.04,0.55
"2021-01-01T11:00:00.000Z",1,297.07,0.15,14.74,14.13,1.52,4.07,4.34,0.44
"2021-01-01T12:00:00.000Z",1,297.07,0.25,14.57,15.56,1.46,4.19,4.45,0.33
"2021-01-01T13:00:00.000Z",1,293.73,0.3,14.4,16.63,1.46,4.37,4.68,0.47
"2021-01-01T14:00:00.000Z",1,293.73,0.16,14.57,16.45,1.46,4.62,5.09,1
"2021-01-01T15:00:00.000Z",1,290.39,0.05,14.05,17.52,1.64,4.44,5.03,1.6
"2021-01-01T16:00:00.000Z",1,290.39,0.05,13.71,18.77,1.82,4.11,4.77,2.06
"2021-01-01T17:00:00.000Z",1,287.06,0.05,13.02,19.31,1.7,3.88,4.56,1.93
"2021-01-01T18:00:00.000Z",1,287.06,0.03,12,19.31,1.49,3.89,4.58,1.69
"2021-01-01T19:00:00.000Z",1,287.06,0.03,10.71,18.6,1.28,4.03,4.72,1.52
"2021-01-01T20:00:00.000Z",1,287.06,0.03,9.77,16.99,1.12,4.1,4.81,1.41
"2021-01-01T21:00:00.000Z",1,283.72,0.03,9.17,15.2,0.98,4.06,4.82,1.28
"2021-01-01T22:00:00.000Z",1,283.72,0.03,9.17,12.88,0.89,4.01,4.73,1.11
"2021-01-01T23:00:00.000Z",1,287.06,0.03,9.51,10.64,0.83,4.14,4.77,1.08
"2021-01-02T00:00:00.000Z",1,287.06,0.02,9.43,9.74,0.74,4.19,4.72,1.11
"2021-01-02T01:00:00.000Z",1,283.72,0.02,8.91,9.84,0.65,4.37,4.82,1.09
"2021-01-02T02:00:00.000Z",1,280.38,0.01,8.05,10.82,0.51,4.51,4.87,0.98
"2021-01-02T03:00:00.000Z",1,273.71,0.01,6.77,12.88,0.48,4.17,4.43,0.94
"2021-01-02T04:00:00.000Z",1,267.03,0.01,5.44,15.74,0.63,3.34,3.55,1.03
"2021-01-02T05:00:00.000Z",1,257.02,0,4.24,19.31,0.75,2.41,2.61,1.06
"2021-01-02T06:00:00.000Z",1,250.34,0.01,3.43,23.6,0.82,1.78,2.03,1.09
"2021-01-02T07:00:00.000Z",1,243.66,0.01,3.04,27.54,0.83,1.41,1.73,1.19
"2021-01-02T08:00:00.000Z",1,240.33,0.01,2.96,30.04,0.85,1.22,1.63,1.28
"2021-01-02T09:00:00.000Z",1,236.99,0.01,3.04,30.4,0.92,1.24,1.77,1.36
"2021-01-02T10:00:00.000Z",1,240.33,0.02,3.26,29.68,0.94,1.41,2.05,1.33
"2021-01-02T11:00:00.000Z",1,240.33,0.05,3.3,29.33,0.81,1.45,2.12,1.17
"2021-01-02T12:00:00.000Z",1,243.66,0.06,3.34,28.25,0.72,1.26,1.86,1.05
"2021-01-02T13:00:00.000Z",1,247,0.05,3.56,26.46,0.7,1.01,1.55,0.94
"2021-01-02T14:00:00.000Z",1,250.34,0.03,3.9,24.32,0.64,0.82,1.35,0.87
"2021-01-02T15:00:00.000Z",1,257.02,0.01,4.11,22.53,0.64,0.69,1.22,0.97
"2021-01-02T16:00:00.000Z",1,257.02,0.02,4.28,20.56,0.68,0.71,1.23,1.25
"2021-01-02T17:00:00.000Z",1,260.35,0.02,4.54,18.95,0.68,0.78,1.27,1.49
"2021-01-02T18:00:00.000Z",1,263.69,0.02,4.58,18.6,0.73,0.85,1.34,1.6
"2021-01-02T19:00:00.000Z",1,263.69,0.02,4.37,19.31,0.78,0.86,1.36,1.6
"2021-01-02T20:00:00.000Z",1,260.35,0.01,4.03,20.39,0.81,0.83,1.35,1.54
"2021-01-02T21:00:00.000Z",1,257.02,0.01,3.86,20.92,0.86,0.84,1.39,1.47
"2021-01-02T22:00:00.000Z",1,257.02,0.01,3.73,20.56,0.79,0.84,1.37,1.25
"2021-01-02T23:00:00.000Z",1,257.02,0.01,3.47,19.13,0.57,0.76,1.14,1.08
"2021-01-03T00:00:00.000Z",1,260.35,0.01,3.3,17.7,0.47,0.66,0.91,0.88
"2021-01-03T01:00:00.000Z",1,267.03,0.01,3.43,17.35,0.47,0.71,0.89,0.74
"2021-01-03T02:00:00.000Z",1,273.71,0,3.47,18.06,0.47,0.79,0.95,0.68
"2021-01-03T03:00:00.000Z",1,277.04,0,3.43,18.24,0.47,0.9,1.05,0.67
"2021-01-03T04:00:00.000Z",1,280.38,0,3.34,17.88,0.47,0.99,1.14,0.67
"2021-01-03T05:00:00.000Z",1,280.38,0.01,3.3,17.17,0.48,1.04,1.21,0.68
"2021-01-03T06:00:00.000Z",1,280.38,0.01,3.47,16.27,0.57,1.1,1.33,0.74
"2021-01-03T07:00:00.000Z",1,283.72,0.03,3.94,15.2,0.69,1.19,1.5,0.86
"2021-01-03T08:00:00.000Z",1,290.39,0.04,4.54,13.95,0.8,1.27,1.68,1.12
"2021-01-03T09:00:00.000Z",1,293.73,0.06,4.88,12.52,0.88,1.48,2,1.55
"2021-01-03T10:00:00.000Z",1,297.07,0.3,4.76,11.8,0.92,1.73,2.33,1.88
"2021-01-03T11:00:00.000Z",1,300.41,0.75,4.37,12.16,1,1.97,2.64,2.19
"2021-01-03T12:00:00.000Z",1,300.41,1.06,4.54,12.34,1.25,2.25,3,2.41
"2021-01-03T13:00:00.000Z",1,303.75,1.22,6.26,11.36,2.09,2.62,3.59,2.53
"2021-01-03T14:00:00.000Z",1,307.08,0.79,9.51,9.66,3.46,3.05,4.29,2.63
"2021-01-03T15:00:00.000Z",1,300.41,0.09,10.28,12.16,3.73,2.97,4.14,2.98
"2021-01-03T16:00:00.000Z",1,277.04,0.02,6.6,21.28,2.06,2.17,2.92,2.98
"2021-01-03T17:00:00.000Z",1,263.69,0.01,4.41,28.25,1,1.76,2.24,3.04
"2021-01-03T18:00:00.000Z",1,253.68,0,3.34,33.98,0.76,1.49,1.88,2.63
"2021-01-03T19:00:00.000Z",1,247,0,2.59,37.19,0.76,1.24,1.58,2.12
"2021-01-03T20:00:00.000Z",1,243.66,0,2.14,39.34,0.73,1.08,1.39,1.87
"2021-01-03T21:00:00.000Z",1,243.66,0,1.89,40.77,0.67,0.96,1.24,1.79
"2021-01-03T22:00:00.000Z",1,243.66,0,1.74,42.56,0.61,0.81,1.07,1.73
"2021-01-03T23:00:00.000Z",1,243.66,0,1.63,43.99,0.53,0.72,0.96,1.82
"2021-01-04T00:00:00.000Z",1,240.33,0,1.52,45.42,0.48,0.7,0.93,2.01
"2021-01-04T01:00:00.000Z",1,240.33,0,1.41,45.78,0.47,0.68,0.94,2.19
"2021-01-04T02:00:00.000Z",1,236.99,0,1.26,47.92,0.44,0.66,0.95,2.19
"2021-01-04T03:00:00.000Z",1,236.99,0,1.54,48.64,0.75,0.77,1.12,2.06
"2021-01-04T04:00:00.000Z",1,243.66,0,2.44,47.92,1.51,1.08,1.47,2
"2021-01-04T05:00:00.000Z",1,247,0,2.68,48.64,1.73,1.13,1.49,2.03
"2021-01-04T06:00:00.000Z",1,247,0,2.16,51.5,1.34,1.03,1.37,1.96
"2021-01-04T07:00:00.000Z",1,243.66,0,1.78,53.64,0.95,0.92,1.24,1.81
"2021-01-04T08:00:00.000Z",1,240.33,0,1.65,55.79,0.8,0.88,1.22,1.66
"2021-01-04T09:00:00.000Z",1,236.99,0,1.5,57.22,0.75,0.81,1.19,1.55
"2021-01-04T10:00:00.000Z",1,236.99,0.01,1.37,57.22,0.72,0.73,1.11,1.44
"2021-01-04T11:00:00.000Z",1,236.99,0.03,1.27,55.08,0.67,0.62,0.98,1.33
"2021-01-04T12:00:00.000Z",1,240.33,0.04,1.18,52.21,0.63,0.52,0.83,1.19
"2021-01-04T13:00:00.000Z",1,243.66,0.03,1.1,50.07,0.57,0.5,0.76,1.01
"2021-01-04T14:00:00.000Z",1,243.66,0.01,1.15,48.64,0.59,0.5,0.76,0.98
"2021-01-04T15:00:00.000Z",1,247,0,1.22,47.21,0.62,0.5,0.77,1.05
"2021-01-04T16:00:00.000Z",1,250.34,0,1.34,45.42,0.63,0.5,0.77,1.11
"2021-01-04T17:00:00.000Z",1,250.34,0,1.44,43.99,0.62,0.5,0.78,1.14
"2021-01-04T18:00:00.000Z",1,250.34,0,1.46,42.56,0.66,0.5,0.8,1.17
"2021-01-04T19:00:00.000Z",1,250.34,0,1.37,42.2,0.68,0.5,0.81,1.19
"2021-01-04T20:00:00.000Z",1,250.34,0,1.25,41.84,0.68,0.5,0.82,1.19
"2021-01-04T21:00:00.000Z",1,250.34,0,1.16,41.84,0.68,0.5,0.82,1.17
"2021-01-04T22:00:00.000Z",1,250.34,0,1.09,41.84,0.64,0.5,0.8,1.16
"2021-01-04T23:00:00.000Z",1,247,0,0.99,41.84,0.56,0.5,0.77,1.12
"2021-01-05T00:00:00.000Z",1,247,0,0.86,42.2,0.51,0.5,0.73,1.08
"2021-01-05T01:00:00.000Z",1,243.66,0,0.77,42.2,0.49,0.5,0.7,1.06
"2021-01-05T02:00:00.000Z",1,243.66,0,0.72,42.56,0.48,0.5,0.68,1.01
"2021-01-05T03:00:00.000Z",1,240.33,0,0.66,43.63,0.48,0.5,0.66,0.96
"2021-01-05T04:00:00.000Z",1,240.33,0,0.62,44.35,0.48,0.5,0.65,0.88
"2021-01-05T05:00:00.000Z",1,240.33,0,0.63,45.06,0.48,0.5,0.67,0.9
"2021-01-05T06:00:00.000Z",1,243.66,0,0.79,45.06,0.57,0.5,0.71,0.99
